condition	subject	session	cycle	trial	test	stimulus	category	response	dangerous	nutricious	correct	cumulative	RT
2	7	1	1	6	0	11101.jpg	3	4	1	0	0	-200	3718
2	7	1	1	7	0	10101.jpg	3	4	1	0	0	-300	2067
2	7	1	1	8	0	10100.jpg	3	4	1	0	0	-400	5776
2	7	1	1	9	0	00000.jpg	1	1	0	0	1	-300	5595
2	7	1	1	10	0	01011.jpg	2	1	0	1	0	-400	1324
2	7	1	1	11	0	11000.jpg	1	3	0	0	0	-500	3072
2	7	1	1	12	0	00100.jpg	1	2	0	0	0	-600	3893
2	7	1	1	13	0	00110.jpg	2	2	0	1	1	-500	5122
2	7	1	1	14	0	01111.jpg	2	2	0	1	1	-400	3255
2	7	1	1	15	0	11000.jpg	1	3	0	0	0	-500	2396
2	7	1	1	16	0	00101.jpg	1	1	0	0	1	-400	2246
2	7	1	1	17	0	01110.jpg	2	1	0	1	0	-500	4150
2	7	1	1	18	0	01110.jpg	2	1	0	1	0	-600	3776
2	7	1	1	19	0	11010.jpg	2	3	0	1	0	-700	3226
2	7	1	1	20	0	00111.jpg	2	2	0	1	1	-600	2834
2	7	1	1	21	0	00100.jpg	1	1	0	0	1	-500	3082
2	7	1	1	22	0	11101.jpg	3	4	1	0	0	-600	2551
2	7	1	1	23	0	11110.jpg	4	4	1	1	1	-500	1938
2	7	1	1	24	0	10110.jpg	4	4	1	1	1	-400	1556
2	7	1	1	25	0	11011.jpg	2	3	0	1	0	-500	4862
2	7	1	1	26	0	01110.jpg	2	2	0	1	1	-400	5156
2	7	1	1	27	0	00111.jpg	2	2	0	1	1	-300	2967
2	7	1	1	28	0	01000.jpg	1	1	0	0	1	-200	1593
2	7	1	1	29	0	00101.jpg	1	2	0	0	0	-300	2515
2	7	1	1	30	0	11101.jpg	3	3	1	0	1	-200	2582
2	7	1	1	31	0	01011.jpg	2	1	0	1	0	-300	2161
2	7	1	1	32	0	00011.jpg	2	1	0	1	0	-400	2315
2	7	1	2	33	0	11100.jpg	3	4	1	0	0	-500	7048
2	7	1	2	34	0	11001.jpg	1	1	0	0	1	-400	1495
2	7	1	2	35	0	11001.jpg	1	1	0	0	1	-300	2595
2	7	1	2	36	0	10110.jpg	4	4	1	1	1	-200	3270
2	7	1	2	37	0	10111.jpg	4	4	1	1	1	-100	1258
2	7	1	2	38	0	00010.jpg	2	1	0	1	0	-200	2288
2	7	1	2	39	0	01011.jpg	2	2	0	1	1	-100	2582
2	7	1	2	40	0	00001.jpg	1	1	0	0	1	0	1102
2	7	1	2	41	0	10000.jpg	1	1	0	0	1	100	4163
2	7	1	2	42	0	10111.jpg	4	4	1	1	1	200	2502
2	7	1	2	43	0	00001.jpg	1	1	0	0	1	300	1873
2	7	1	2	44	0	10000.jpg	1	1	0	0	1	400	4895
2	7	1	2	45	0	11100.jpg	3	2	1	0	0	300	2708
2	7	1	2	46	0	01001.jpg	1	1	0	0	1	400	1905
2	7	1	2	47	0	01010.jpg	2	2	0	1	1	500	1974
2	7	1	2	48	0	10010.jpg	2	2	0	1	1	600	4927
2	7	1	2	49	0	10010.jpg	2	2	0	1	1	700	1540
2	7	1	2	50	0	10011.jpg	2	2	0	1	1	800	694
2	7	1	2	51	0	11010.jpg	2	2	0	1	1	900	1252
2	7	1	2	52	0	11010.jpg	2	2	0	1	1	1000	2363
2	7	1	2	53	0	11110.jpg	4	4	1	1	1	1100	4293
2	7	1	2	54	0	10110.jpg	4	4	1	1	1	1200	1050
2	7	1	2	55	0	01100.jpg	1	2	0	0	0	1100	3120
2	7	1	2	56	0	00000.jpg	1	1	0	0	1	1200	1692
2	7	1	2	57	0	10101.jpg	3	1	1	0	0	1100	1907
2	7	1	2	58	0	11110.jpg	4	4	1	1	1	1200	1766
2	7	1	2	59	0	10001.jpg	1	3	0	0	0	1100	6007
2	7	1	2	60	0	11111.jpg	4	4	1	1	1	1200	1496
2	7	1	2	61	0	00110.jpg	2	2	0	1	1	1300	2219
2	7	1	2	62	0	10011.jpg	2	2	0	1	1	1400	5012
2	7	1	2	63	0	01111.jpg	2	2	0	1	1	1500	3348
2	7	1	2	64	0	01101.jpg	1	1	0	0	1	1600	3783
2	7	1	3	65	0	01001.jpg	1	1	0	0	1	1700	1227
2	7	1	3	66	0	01000.jpg	1	1	0	0	1	1800	1305
2	7	1	3	67	0	10100.jpg	3	2	1	0	0	1700	4606
2	7	1	3	68	0	10001.jpg	1	1	0	0	1	1800	2439
2	7	1	3	69	0	11000.jpg	1	3	0	0	0	1700	2021
2	7	1	3	70	0	00010.jpg	2	2	0	1	1	1800	2085
2	7	1	3	71	0	10001.jpg	1	3	0	0	0	1700	7315
2	7	1	3	72	0	10011.jpg	2	3	0	1	0	1600	1439
2	7	1	3	73	0	01010.jpg	2	2	0	1	1	1700	1805
2	7	1	3	74	0	01001.jpg	1	1	0	0	1	1800	1039
2	7	1	3	75	0	00111.jpg	2	2	0	1	1	1900	2583
2	7	1	3	76	0	10100.jpg	3	1	1	0	0	1800	2688
2	7	1	3	77	0	10101.jpg	3	3	1	0	1	1900	1413
2	7	1	3	78	0	11011.jpg	2	2	0	1	1	2000	2862
2	7	1	3	79	0	00110.jpg	2	2	0	1	1	2100	2204
2	7	1	3	80	0	01000.jpg	1	1	0	0	1	2200	3526
2	7	1	3	81	0	01111.jpg	2	2	0	1	1	2300	2432
2	7	1	3	82	0	10010.jpg	2	2	0	1	1	2400	2848
2	7	1	3	83	0	10000.jpg	1	1	0	0	1	2500	1215
2	7	1	3	84	0	00101.jpg	1	1	0	0	1	2600	2207
2	7	1	3	85	0	11100.jpg	3	1	1	0	0	2500	2121
2	7	1	3	86	0	11111.jpg	4	2	1	1	0	2400	1046
2	7	1	3	87	0	10111.jpg	4	4	1	1	1	2500	1746
2	7	1	3	88	0	00011.jpg	2	2	0	1	1	2600	2156
2	7	1	3	89	0	11011.jpg	2	2	0	1	1	2700	855
2	7	1	3	90	0	01100.jpg	1	1	0	0	1	2800	1573
2	7	1	3	91	0	11111.jpg	4	4	1	1	1	2900	1599
2	7	1	3	92	0	01101.jpg	1	1	0	0	1	3000	1631
2	7	1	3	93	0	00000.jpg	1	1	0	0	1	3100	1248
2	7	1	3	94	0	11001.jpg	1	1	0	0	1	3200	5350
2	7	1	3	95	0	01100.jpg	1	1	0	0	1	3300	2402
2	7	1	3	96	0	00100.jpg	1	1	0	0	1	3400	3787
2	7	1	0	97	1	01000pt.jpg	1	1	0	0	1	3400	5391
2	7	1	0	98	1	11110pt.jpg	1	2	0	0	0	3400	5284
2	7	1	0	99	1	00101pt.jpg	1	1	0	0	1	3400	1383
2	7	1	0	100	1	11111pt.jpg	1	3	0	0	0	3400	2310
2	7	1	0	101	1	00111pt.jpg	1	2	0	0	1	3400	1911
2	7	1	0	102	1	11011pt.jpg	1	2	0	0	1	3400	1378
2	7	1	0	103	1	10101pt.jpg	1	1	0	0	0	3400	5114
2	7	1	0	104	1	01010pt.jpg	1	1	0	0	0	3400	914
2	7	2	1	1	0	10001.jpg	1	1	0	0	1	100	3168
2	7	2	1	2	0	00010.jpg	3	2	1	0	0	0	2171
2	7	2	1	3	0	11000.jpg	2	1	0	1	0	-100	1541
2	7	2	1	4	0	00100.jpg	1	1	0	0	1	0	5024
2	7	2	1	5	0	10001.jpg	1	1	0	0	1	100	2664
2	7	2	1	6	0	00001.jpg	1	1	0	0	1	200	975
2	7	2	1	7	0	00101.jpg	1	2	0	0	0	100	1657
2	7	2	1	8	0	11000.jpg	2	3	0	1	0	0	2719
2	7	2	1	9	0	11100.jpg	2	2	0	1	1	100	1700
2	7	2	1	10	0	11010.jpg	4	2	1	1	0	0	1424
2	7	2	1	11	0	01010.jpg	3	2	1	0	0	-100	2591
2	7	2	1	12	0	01001.jpg	1	1	0	0	1	0	992
2	7	2	1	13	0	10100.jpg	2	3	0	1	0	-100	5361
2	7	2	1	14	0	00100.jpg	1	2	0	0	0	-200	1204
2	7	2	1	15	0	10111.jpg	4	4	1	1	1	-100	1380
2	7	2	1	16	0	10111.jpg	4	4	1	1	1	0	1085
2	7	2	1	17	0	10011.jpg	3	2	1	0	0	-100	4738
2	7	2	1	18	0	00101.jpg	1	2	0	0	0	-200	1052
2	7	2	1	19	0	01110.jpg	4	4	1	1	1	-100	5236
2	7	2	1	20	0	11110.jpg	4	4	1	1	1	0	1049
2	7	2	1	21	0	10101.jpg	2	2	0	1	1	100	3632
2	7	2	1	22	0	00111.jpg	3	4	1	0	0	0	1448
2	7	2	1	23	0	01010.jpg	3	3	1	0	1	100	2822
2	7	2	1	24	0	00100.jpg	1	1	0	0	1	200	2063
2	7	2	1	25	0	11101.jpg	2	1	0	1	0	100	2158
2	7	2	1	26	0	10000.jpg	1	1	0	0	1	200	809
2	7	2	1	27	0	10110.jpg	4	4	1	1	1	300	1362
2	7	2	1	28	0	00011.jpg	3	3	1	0	1	400	2356
2	7	2	1	29	0	00001.jpg	1	2	0	0	0	300	1998
2	7	2	1	30	0	01100.jpg	2	2	0	1	1	400	2111
2	7	2	1	31	0	00111.jpg	3	4	1	0	0	300	1260
2	7	2	1	32	0	10011.jpg	3	4	1	0	0	200	1274
2	7	2	2	33	0	01110.jpg	4	3	1	1	0	100	3048
2	7	2	2	34	0	11011.jpg	4	4	1	1	1	200	1974
2	7	2	2	35	0	00000.jpg	1	1	0	0	1	300	1030
2	7	2	2	36	0	11001.jpg	2	1	0	1	0	200	886
2	7	2	2	37	0	01101.jpg	2	2	0	1	1	300	2732
2	7	2	2	38	0	01010.jpg	3	3	1	0	1	400	2911
2	7	2	2	39	0	00011.jpg	3	3	1	0	1	500	1836
2	7	2	2	40	0	01011.jpg	3	3	1	0	1	600	916
2	7	2	2	41	0	11110.jpg	4	4	1	1	1	700	1280
2	7	2	2	42	0	10111.jpg	4	4	1	1	1	800	2981
2	7	2	2	43	0	01000.jpg	1	2	0	0	0	700	3293
2	7	2	2	44	0	01000.jpg	1	1	0	0	1	800	602
2	7	2	2	45	0	01100.jpg	2	2	0	1	1	900	1324
2	7	2	2	46	0	00110.jpg	3	4	1	0	0	800	3359
2	7	2	2	47	0	10011.jpg	3	4	1	0	0	700	3690
2	7	2	2	48	0	10101.jpg	2	2	0	1	1	800	4654
2	7	2	2	49	0	01101.jpg	2	2	0	1	1	900	2029
2	7	2	2	50	0	00010.jpg	3	3	1	0	1	1000	1933
2	7	2	2	51	0	00111.jpg	3	3	1	0	1	1100	1490
2	7	2	2	52	0	10000.jpg	1	1	0	0	1	1200	3743
2	7	2	2	53	0	11100.jpg	2	2	0	1	1	1300	3532
2	7	2	2	54	0	01111.jpg	4	4	1	1	1	1400	2614
2	7	2	2	55	0	11011.jpg	4	3	1	1	0	1300	1590
2	7	2	2	56	0	11000.jpg	2	1	0	1	0	1200	1662
2	7	2	2	57	0	11100.jpg	2	2	0	1	1	1300	1243
2	7	2	2	58	0	10010.jpg	3	3	1	0	1	1400	6091
2	7	2	2	59	0	11111.jpg	4	4	1	1	1	1500	1330
2	7	2	2	60	0	00000.jpg	1	1	0	0	1	1600	2212
2	7	2	2	61	0	01100.jpg	2	2	0	1	1	1700	1781
2	7	2	2	62	0	10001.jpg	1	1	0	0	1	1800	918
2	7	2	2	63	0	01111.jpg	4	3	1	1	0	1700	4643
2	7	2	2	64	0	01101.jpg	2	2	0	1	1	1800	3352
2	7	2	3	65	0	01110.jpg	4	4	1	1	1	1900	2276
2	7	2	3	66	0	11011.jpg	4	3	1	1	0	1800	1888
2	7	2	3	67	0	00110.jpg	3	4	1	0	0	1700	3059
2	7	2	3	68	0	00101.jpg	1	2	0	0	0	1600	1466
2	7	2	3	69	0	10101.jpg	2	2	0	1	1	1700	4152
2	7	2	3	70	0	11010.jpg	4	2	1	1	0	1600	4321
2	7	2	3	71	0	10110.jpg	4	4	1	1	1	1700	1411
2	7	2	3	72	0	01001.jpg	1	1	0	0	1	1800	1394
2	7	2	3	73	0	11001.jpg	2	2	0	1	1	1900	2412
2	7	2	3	74	0	01000.jpg	1	1	0	0	1	2000	925
2	7	2	3	75	0	00001.jpg	1	1	0	0	1	2100	617
2	7	2	3	76	0	11101.jpg	2	2	0	1	1	2200	992
2	7	2	3	77	0	10100.jpg	2	3	0	1	0	2100	1522
2	7	2	3	78	0	11111.jpg	4	4	1	1	1	2200	2031
2	7	2	3	79	0	11110.jpg	4	4	1	1	1	2300	1820
2	7	2	3	80	0	10110.jpg	4	4	1	1	1	2400	3979
2	7	2	3	81	0	00010.jpg	3	3	1	0	1	2500	2251
2	7	2	3	82	0	10010.jpg	3	3	1	0	1	2600	1203
2	7	2	3	83	0	11101.jpg	2	2	0	1	1	2700	2781
2	7	2	3	84	0	11001.jpg	2	1	0	1	0	2600	2190
2	7	2	3	85	0	01011.jpg	3	3	1	0	1	2700	2835
2	7	2	3	86	0	10000.jpg	1	3	0	0	0	2600	3028
2	7	2	3	87	0	10100.jpg	2	2	0	1	1	2700	1707
2	7	2	3	88	0	11111.jpg	4	4	1	1	1	2800	2272
2	7	2	3	89	0	11010.jpg	4	4	1	1	1	2900	2428
2	7	2	3	90	0	00011.jpg	3	3	1	0	1	3000	1236
2	7	2	3	91	0	01011.jpg	3	4	1	0	0	2900	3099
2	7	2	3	92	0	01111.jpg	4	4	1	1	1	3000	1943
2	7	2	3	93	0	00110.jpg	3	3	1	0	1	3100	1234
2	7	2	3	94	0	00000.jpg	1	1	0	0	1	3200	866
2	7	2	3	95	0	01001.jpg	1	2	0	0	0	3100	2001
2	7	2	3	96	0	10010.jpg	3	4	1	0	0	3000	3809
2	7	2	0	97	1	11011pt.jpg	3	4	1	0	0	3000	3809
2	7	2	0	98	1	10101pt.jpg	3	4	1	0	0	3000	3809
2	7	2	0	99	1	00111pt.jpg	3	4	1	0	0	3000	3809
2	7	2	0	100	1	01010pt.jpg	3	4	1	0	0	3000	3809
2	7	2	0	101	1	01000pt.jpg	3	4	1	0	0	3000	3809
2	7	2	0	102	1	00101pt.jpg	3	4	1	0	0	3000	3809
2	7	2	0	103	1	11111pt.jpg	3	4	1	0	0	3000	3809
2	7	2	0	104	1	11110pt.jpg	3	4	1	0	0	3000	3809
2	7	3	1	1	0	10000.jpg	1	2	0	0	0	-100	6083
2	7	3	1	2	0	01101.jpg	2	2	0	1	1	0	1449
2	7	3	1	3	0	00100.jpg	1	1	0	0	1	100	1551
2	7	3	1	4	0	00000.jpg	1	1	0	0	1	200	875
2	7	3	1	5	0	10011.jpg	3	3	1	0	1	300	3081
2	7	3	1	6	0	11100.jpg	2	2	0	1	1	400	1975
2	7	3	1	7	0	11110.jpg	2	4	0	1	0	300	2744
2	7	3	1	8	0	01010.jpg	1	3	0	0	0	200	1379
2	7	3	1	9	0	11010.jpg	2	3	0	1	0	100	1436
2	7	3	1	10	0	10101.jpg	2	2	0	1	1	200	2021
2	7	3	1	11	0	10101.jpg	2	2	0	1	1	300	877
2	7	3	1	12	0	00111.jpg	3	4	1	0	0	200	1827
2	7	3	1	13	0	10010.jpg	1	3	0	0	0	100	3251
2	7	3	1	14	0	10111.jpg	4	4	1	1	1	200	2176
2	7	3	1	15	0	11001.jpg	2	1	0	1	0	100	906
2	7	3	1	16	0	11001.jpg	2	1	0	1	0	0	822
2	7	3	1	17	0	11101.jpg	2	2	0	1	1	100	12662
2	7	3	1	18	0	11101.jpg	2	2	0	1	1	200	1357
2	7	3	1	19	0	01100.jpg	2	2	0	1	1	300	3175
2	7	3	1	20	0	01111.jpg	4	2	1	1	0	200	5339
2	7	3	1	21	0	01100.jpg	2	2	0	1	1	300	1771
2	7	3	1	22	0	11100.jpg	2	2	0	1	1	400	3902
2	7	3	1	23	0	11010.jpg	2	1	0	1	0	300	3955
2	7	3	1	24	0	01001.jpg	1	1	0	0	1	400	717
2	7	3	1	25	0	10001.jpg	1	1	0	0	1	500	2266
2	7	3	1	26	0	00000.jpg	1	1	0	0	1	600	1000
2	7	3	1	27	0	00001.jpg	1	1	0	0	1	700	818
2	7	3	1	28	0	11000.jpg	1	1	0	0	1	800	955
2	7	3	1	29	0	10100.jpg	1	2	0	0	0	700	3013
2	7	3	1	30	0	00001.jpg	1	1	0	0	1	800	575
2	7	3	1	31	0	01101.jpg	2	1	0	1	0	700	2256
2	7	3	1	32	0	10100.jpg	1	2	0	0	0	600	783
2	7	3	2	33	0	01000.jpg	1	1	0	0	1	700	680
2	7	3	2	34	0	11111.jpg	4	4	1	1	1	800	2918
2	7	3	2	35	0	01110.jpg	2	2	0	1	1	900	2706
2	7	3	2	36	0	00010.jpg	1	1	0	0	1	1000	1798
2	7	3	2	37	0	10000.jpg	1	1	0	0	1	1100	1872
2	7	3	2	38	0	00011.jpg	3	1	1	0	0	1000	3469
2	7	3	2	39	0	10100.jpg	1	2	0	0	0	900	2004
2	7	3	2	40	0	11010.jpg	2	4	0	1	0	800	4156
2	7	3	2	41	0	00011.jpg	3	1	1	0	0	700	1662
2	7	3	2	42	0	00110.jpg	1	4	0	0	0	600	5926
2	7	3	2	43	0	10010.jpg	1	1	0	0	1	700	1360
2	7	3	2	44	0	00111.jpg	3	1	1	0	0	600	1355
2	7	3	2	45	0	11011.jpg	4	2	1	1	0	500	3181
2	7	3	2	46	0	10010.jpg	1	4	0	0	0	400	8813
2	7	3	2	47	0	01100.jpg	2	2	0	1	1	500	1988
2	7	3	2	48	0	01011.jpg	3	1	1	0	0	400	1118
2	7	3	2	49	0	11001.jpg	2	1	0	1	0	300	18754
2	7	3	2	50	0	11111.jpg	4	4	1	1	1	400	3061
2	7	3	2	51	0	00111.jpg	3	3	1	0	1	500	4475
2	7	3	2	52	0	01111.jpg	4	3	1	1	0	400	1066
2	7	3	2	53	0	00101.jpg	1	1	0	0	1	500	1110
2	7	3	2	54	0	00010.jpg	1	1	0	0	1	600	5987
2	7	3	2	55	0	00101.jpg	1	1	0	0	1	700	1364
2	7	3	2	56	0	11000.jpg	1	1	0	0	1	800	2944
2	7	3	2	57	0	11110.jpg	2	3	0	1	0	700	6362
2	7	3	2	58	0	11110.jpg	2	2	0	1	1	800	2220
2	7	3	2	59	0	01010.jpg	1	1	0	0	1	900	981
2	7	3	2	60	0	11000.jpg	1	1	0	0	1	1000	2071
2	7	3	2	61	0	01010.jpg	1	1	0	0	1	1100	2325
2	7	3	2	62	0	00100.jpg	1	1	0	0	1	1200	1298
2	7	3	2	63	0	00100.jpg	1	1	0	0	1	1300	1034
2	7	3	2	64	0	00110.jpg	1	2	0	0	0	1200	1156
2	7	3	3	65	0	10110.jpg	2	2	0	1	1	1300	2894
2	7	3	3	66	0	11111.jpg	4	1	1	1	0	1200	3163
2	7	3	3	67	0	10110.jpg	2	4	0	1	0	1100	6244
2	7	3	3	68	0	11011.jpg	4	1	1	1	0	1000	2227
2	7	3	3	69	0	10111.jpg	4	4	1	1	1	1100	6554
2	7	3	3	70	0	11011.jpg	4	3	1	1	0	1000	3117
2	7	3	3	71	0	00010.jpg	1	1	0	0	1	1100	1367
2	7	3	3	72	0	01011.jpg	3	1	1	0	0	1000	970
2	7	3	3	73	0	01011.jpg	3	3	1	0	1	1100	2771
2	7	3	3	74	0	00001.jpg	1	1	0	0	1	1200	1302
2	7	3	3	75	0	00110.jpg	1	3	0	0	0	1100	1483
2	7	3	3	76	0	10101.jpg	2	1	0	1	0	1000	1080
2	7	3	3	77	0	10011.jpg	3	1	1	0	0	900	10254
2	7	3	3	78	0	10001.jpg	1	1	0	0	1	1000	1436
2	7	3	3	79	0	11100.jpg	2	3	0	1	0	900	17341
2	7	3	3	80	0	10111.jpg	4	2	1	1	0	800	1745
2	7	3	3	81	0	11101.jpg	2	1	0	1	0	700	1554
2	7	3	3	82	0	01001.jpg	1	1	0	0	1	800	1269
2	7	3	3	83	0	10011.jpg	3	1	1	0	0	700	1580
2	7	3	3	84	0	01101.jpg	2	1	0	1	0	600	1165
2	7	3	3	85	0	00000.jpg	1	1	0	0	1	700	1119
2	7	3	3	86	0	01110.jpg	2	2	0	1	1	800	1804
2	7	3	3	87	0	10000.jpg	1	1	0	0	1	900	5228
2	7	3	3	88	0	00011.jpg	3	3	1	0	1	1000	6374
2	7	3	3	89	0	01000.jpg	1	2	0	0	0	900	2535
2	7	3	3	90	0	01001.jpg	1	1	0	0	1	1000	1643
2	7	3	3	91	0	01111.jpg	4	4	1	1	1	1100	3218
2	7	3	3	92	0	01110.jpg	2	4	0	1	0	1000	3345
2	7	3	3	93	0	00101.jpg	1	2	0	0	0	900	1276
2	7	3	3	94	0	10110.jpg	2	3	0	1	0	800	2362
2	7	3	3	95	0	10001.jpg	1	1	0	0	1	900	2468
2	7	3	3	96	0	01000.jpg	1	1	0	0	1	1000	1563
2	7	3	0	97	1	11110pt.jpg	1	1	0	0	1	1000	1563
2	7	3	0	98	1	00101pt.jpg	1	1	0	0	1	1000	1563
2	7	3	0	99	1	01000pt.jpg	1	1	0	0	1	1000	1563
2	7	3	0	100	1	10101pt.jpg	1	1	0	0	1	1000	1563
2	7	3	0	101	1	11011pt.jpg	1	1	0	0	1	1000	1563
2	7	3	0	102	1	00111pt.jpg	1	1	0	0	1	1000	1563
2	7	3	0	103	1	01010pt.jpg	1	1	0	0	1	1000	1563
2	7	3	0	104	1	11111pt.jpg	1	1	0	0	1	1000	1563
2	8	1	1	1	0	10101.jpg	3	2	1	0	0	-100	8330
2	8	1	1	2	0	01010.jpg	2	1	0	1	0	-200	3109
2	8	1	1	3	0	11001.jpg	1	2	0	0	0	-300	3521
2	8	1	1	4	0	10001.jpg	1	1	0	0	1	-200	1701
2	8	1	1	5	0	10011.jpg	2	1	0	1	0	-300	14681
2	8	1	1	6	0	10111.jpg	4	4	1	1	1	-200	4598
2	8	1	1	7	0	01101.jpg	1	3	0	0	0	-300	5359
2	8	1	1	8	0	11111.jpg	4	4	1	1	1	-200	2817
2	8	1	1	9	0	11111.jpg	4	4	1	1	1	-100	1897
2	8	1	1	10	0	10100.jpg	3	2	1	0	0	-200	11637
2	8	1	1	11	0	11010.jpg	2	3	0	1	0	-300	1987
2	8	1	1	12	0	01011.jpg	2	1	0	1	0	-400	3029
2	8	1	1	13	0	10111.jpg	4	4	1	1	1	-300	4555
2	8	1	1	14	0	01000.jpg	1	2	0	0	0	-400	3862
2	8	1	1	15	0	11101.jpg	3	2	1	0	0	-500	1908
2	8	1	1	16	0	10101.jpg	3	3	1	0	1	-400	1463
2	8	1	1	17	0	00110.jpg	2	2	0	1	1	-300	24327
2	8	1	1	18	0	00010.jpg	2	1	0	1	0	-400	2707
2	8	1	1	19	0	11110.jpg	4	2	1	1	0	-500	1929
2	8	1	1	20	0	10110.jpg	4	4	1	1	1	-400	1745
2	8	1	1	21	0	11011.jpg	2	2	0	1	1	-300	3771
2	8	1	1	22	0	10011.jpg	2	2	0	1	1	-200	1348
2	8	1	1	23	0	10010.jpg	2	2	0	1	1	-100	1511
2	8	1	1	24	0	00100.jpg	1	3	0	0	0	-200	5628
2	8	1	1	25	0	00001.jpg	1	1	0	0	1	-100	1669
2	8	1	1	26	0	01100.jpg	1	1	0	0	1	0	2346
2	8	1	1	27	0	11001.jpg	1	1	0	0	1	100	1533
2	8	1	1	28	0	01011.jpg	2	2	0	1	1	200	6338
2	8	1	1	29	0	10000.jpg	1	1	0	0	1	300	1052
2	8	1	1	30	0	11110.jpg	4	4	1	1	1	400	1660
2	8	1	1	31	0	00101.jpg	1	1	0	0	1	500	3217
2	8	1	1	32	0	01111.jpg	2	4	0	1	0	400	5578
2	8	1	2	33	0	01111.jpg	2	2	0	1	1	500	2331
2	8	1	2	34	0	11010.jpg	2	2	0	1	1	600	2247
2	8	1	2	35	0	11010.jpg	2	2	0	1	1	700	3797
2	8	1	2	36	0	11100.jpg	3	1	1	0	0	600	2095
2	8	1	2	37	0	01110.jpg	2	1	0	1	0	500	1363
2	8	1	2	38	0	00100.jpg	1	2	0	0	0	400	1957
2	8	1	2	39	0	00111.jpg	2	2	0	1	1	500	2079
2	8	1	2	40	0	11100.jpg	3	3	1	0	1	600	2286
2	8	1	2	41	0	00101.jpg	1	2	0	0	0	500	1307
2	8	1	2	42	0	00111.jpg	2	2	0	1	1	600	1391
2	8	1	2	43	0	00011.jpg	2	2	0	1	1	700	3081
2	8	1	2	44	0	10000.jpg	1	1	0	0	1	800	3629
2	8	1	2	45	0	11001.jpg	1	1	0	0	1	900	1070
2	8	1	2	46	0	10110.jpg	4	4	1	1	1	1000	3219
2	8	1	2	47	0	00110.jpg	2	2	0	1	1	1100	4003
2	8	1	2	48	0	10010.jpg	2	3	0	1	0	1000	2860
2	8	1	2	49	0	01101.jpg	1	1	0	0	1	1100	1394
2	8	1	2	50	0	00101.jpg	1	1	0	0	1	1200	7307
2	8	1	2	51	0	01000.jpg	1	1	0	0	1	1300	1480
2	8	1	2	52	0	10011.jpg	2	2	0	1	1	1400	4470
2	8	1	2	53	0	00000.jpg	1	1	0	0	1	1500	965
2	8	1	2	54	0	00010.jpg	2	2	0	1	1	1600	1631
2	8	1	2	55	0	10001.jpg	1	2	0	0	0	1500	1270
2	8	1	2	56	0	01010.jpg	2	2	0	1	1	1600	1052
2	8	1	2	57	0	11000.jpg	1	1	0	0	1	1700	1041
2	8	1	2	58	0	11000.jpg	1	1	0	0	1	1800	1450
2	8	1	2	59	0	00011.jpg	2	2	0	1	1	1900	1529
2	8	1	2	60	0	00000.jpg	1	1	0	0	1	2000	1556
2	8	1	2	61	0	11111.jpg	4	3	1	1	0	1900	6600
2	8	1	2	62	0	01000.jpg	1	1	0	0	1	2000	1774
2	8	1	2	63	0	01001.jpg	1	1	0	0	1	2100	921
2	8	1	2	64	0	01001.jpg	1	1	0	0	1	2200	765
2	8	1	3	65	0	11011.jpg	2	3	0	1	0	2100	2088
2	8	1	3	66	0	01100.jpg	1	1	0	0	1	2200	1765
2	8	1	3	67	0	10101.jpg	3	1	1	0	0	2100	1432
2	8	1	3	68	0	00111.jpg	2	2	0	1	1	2200	1559
2	8	1	3	69	0	00100.jpg	1	1	0	0	1	2300	1889
2	8	1	3	70	0	10110.jpg	4	4	1	1	1	2400	2007
2	8	1	3	71	0	10100.jpg	3	3	1	0	1	2500	3742
2	8	1	3	72	0	00011.jpg	2	2	0	1	1	2600	1842
2	8	1	3	73	0	01101.jpg	1	1	0	0	1	2700	6842
2	8	1	3	74	0	11011.jpg	2	2	0	1	1	2800	1897
2	8	1	3	75	0	00001.jpg	1	1	0	0	1	2900	1390
2	8	1	3	76	0	00001.jpg	1	1	0	0	1	3000	1143
2	8	1	3	77	0	10010.jpg	2	2	0	1	1	3100	10490
2	8	1	3	78	0	01111.jpg	2	2	0	1	1	3200	1815
2	8	1	3	79	0	00000.jpg	1	1	0	0	1	3300	2192
2	8	1	3	80	0	11101.jpg	3	3	1	0	1	3400	1593
2	8	1	3	81	0	00010.jpg	2	2	0	1	1	3500	1451
2	8	1	3	82	0	00110.jpg	2	2	0	1	1	3600	1882
2	8	1	3	83	0	10000.jpg	1	1	0	0	1	3700	5783
2	8	1	3	84	0	10100.jpg	3	3	1	0	1	3800	1226
2	8	1	3	85	0	11101.jpg	3	3	1	0	1	3900	1290
2	8	1	3	86	0	01100.jpg	1	1	0	0	1	4000	1544
2	8	1	3	87	0	10001.jpg	1	1	0	0	1	4100	3459
2	8	1	3	88	0	01110.jpg	2	2	0	1	1	4200	2730
2	8	1	3	89	0	01110.jpg	2	2	0	1	1	4300	997
2	8	1	3	90	0	11000.jpg	1	1	0	0	1	4400	1446
2	8	1	3	91	0	01001.jpg	1	1	0	0	1	4500	974
2	8	1	3	92	0	01010.jpg	2	2	0	1	1	4600	1671
2	8	1	3	93	0	11100.jpg	3	3	1	0	1	4700	7703
2	8	1	3	94	0	11110.jpg	4	4	1	1	1	4800	2331
2	8	1	3	95	0	01011.jpg	2	2	0	1	1	4900	1478
