condition,subject,session,cycle,trial,test,stimulus,category,response,dangerous,nutricious,correct,cumulative,RT,motivation,competence,communication,complement,AccuracyP,Accuracy
Dyads,41,2,1,15,0,10101.jpg 2,2,2,0,1,1,100,2929,2,1.5,4,1,0.7032895810198758,1
Dyads,41,2,1,16,0,10100.jpg 2,2,2,0,1,1,200,3557,2,1.5,4,1,0.7438131905025681,1
Dyads,41,2,1,17,0,01100.jpg 2,2,1,0,1,0,100,12840,2,1.5,4,1,0.702449628758201,0
Dyads,41,2,1,18,0,11011.jpg 2,4,3,1,1,0,0,2015,2,1.5,4,1,0.48425861221386296,0
Dyads,41,2,1,19,0,10011.jpg 2,3,4,1,0,0,-100,4829,2,1.5,4,1,0.7732577417778749,0
Dyads,41,2,1,20,0,11000.jpg 2,2,1,0,1,0,-200,4693,2,1.5,4,1,0.5996340550635156,0
Dyads,41,2,1,21,0,00011.jpg 2,3,3,1,0,1,-100,3874,2,1.5,4,1,0.7646383996539229,1
Dyads,41,2,1,22,0,00011.jpg 2,3,3,1,0,1,0,1794,2,1.5,4,1,0.7646383996539229,1
Dyads,41,2,1,23,0,01111.jpg 2,4,4,1,1,1,100,4035,2,1.5,4,1,0.6384441811388984,1
Dyads,41,2,1,24,0,01000.jpg 2,1,1,0,0,1,200,4675,2,1.5,4,1,0.6795781355582656,1
Dyads,41,2,1,25,0,11010.jpg 2,4,4,1,1,1,300,5823,2,1.5,4,1,0.549621951437815,1
Dyads,41,2,1,26,0,01100.jpg 2,2,2,0,1,1,400,3071,2,1.5,4,1,0.702449628758201,1
Dyads,41,2,1,27,0,00010.jpg 2,3,3,1,0,1,500,1540,2,1.5,4,1,0.6679302600992285,1
Dyads,41,2,1,28,0,10000.jpg 2,1,2,0,0,0,400,2872,2,1.5,4,1,0.5270425255807498,0
Dyads,41,2,1,29,0,10001.jpg 2,1,1,0,0,1,500,5894,2,1.5,4,1,0.7453522777518584,1
Dyads,41,2,1,30,0,10101.jpg 2,2,2,0,1,1,600,1931,2,1.5,4,1,0.7032895810198758,1
Dyads,41,2,1,31,0,01010.jpg 2,3,3,1,0,1,700,1862,2,1.5,4,1,0.6738388654925336,1
Dyads,41,2,1,32,0,11000.jpg 2,2,1,0,1,0,600,2125,2,1.5,4,1,0.5996340550635156,0
Dyads,41,3,1,1,0,01001.jpg 3,1,1,0,0,1,100,9700,2,1.5,4,1,0.7974537040597263,1
Dyads,41,3,1,2,0,00011.jpg 3,3,4,1,0,0,0,8754,2,1.5,4,1,0.5812503643783203,0
Dyads,41,3,1,3,0,11010.jpg 3,2,2,0,1,1,100,5052,2,1.5,4,1,0.6077045193551277,1
Dyads,41,3,1,4,0,10011.jpg 3,3,3,1,0,1,200,3146,2,1.5,4,1,0.5448644068630025,1
Dyads,41,3,1,5,0,01111.jpg 3,4,3,1,1,0,100,12566,2,1.5,4,1,0.5560481724844077,0
Dyads,41,3,1,6,0,10111.jpg 3,4,4,1,1,1,200,7631,2,1.5,4,1,0.6372843815464632,1
Dyads,41,3,1,7,0,10111.jpg 3,4,4,1,1,1,300,1669,2,1.5,4,1,0.6372843815464632,1
Dyads,41,3,1,8,0,01101.jpg 3,2,2,0,1,1,400,15634,2,1.5,4,1,0.6168003345275581,1
Dyads,41,3,1,9,0,11110.jpg 3,2,3,0,1,0,300,3425,2,1.5,4,1,0.6655496318535651,0
Dyads,41,3,1,10,0,00001.jpg 3,1,1,0,0,1,400,2986,2,1.5,4,1,0.862256312924729,1
Dyads,41,3,1,11,0,11001.jpg 3,2,2,0,1,1,500,8012,2,1.5,4,1,0.5319152186080276,1
Dyads,41,3,1,12,0,11101.jpg 3,2,2,0,1,1,600,1660,2,1.5,4,1,0.6437129360872277,1
Dyads,41,3,1,13,0,01001.jpg 3,1,1,0,0,1,700,1618,2,1.5,4,1,0.7974537040597263,1
Dyads,41,3,1,14,0,10101.jpg 3,2,2,0,1,1,800,1947,2,1.5,4,1,0.6621922414002257,1
Dyads,41,3,1,15,0,10111.jpg 3,4,4,1,1,1,900,2990,2,1.5,4,1,0.6372843815464632,1
Dyads,41,3,1,16,0,10110.jpg 3,2,4,0,1,0,800,1646,2,1.5,4,1,0.5896551627857364,0
Dyads,41,3,1,17,0,11001.jpg 3,2,2,0,1,1,900,3917,2,1.5,4,1,0.5319152186080276,1
Dyads,41,3,1,18,0,10011.jpg 3,3,3,1,0,1,1000,3305,2,1.5,4,1,0.5448644068630025,1
Dyads,41,3,1,19,0,11011.jpg 3,4,4,1,1,1,1100,4142,2,1.5,4,1,0.5699162844027755,1
Dyads,41,3,1,20,0,00000.jpg 3,1,1,0,0,1,1200,4537,2,1.5,4,1,0.7710593647786271,1
Dyads,41,3,1,21,0,10001.jpg 3,1,1,0,0,1,1300,5660,2,1.5,4,1,0.7606594789689375,1
Dyads,41,3,1,22,0,00101.jpg 3,1,1,0,0,1,1400,2787,2,1.5,4,1,0.5369956920228339,1
Dyads,41,3,1,23,0,00111.jpg 3,3,3,1,0,1,1500,4532,2,1.5,4,1,0.5432122163081204,1
Dyads,41,3,1,24,0,11111.jpg 3,4,4,1,1,1,1600,4440,2,1.5,4,1,0.765786405294188,1
Dyads,41,3,1,25,0,00101.jpg 3,1,1,0,0,1,1700,4198,2,1.5,4,1,0.5369956920228339,1
Dyads,41,3,1,26,0,11110.jpg 3,2,2,0,1,1,1800,8232,2,1.5,4,1,0.6655496318535651,1
Dyads,41,3,1,27,0,00111.jpg 3,3,3,1,0,1,1900,3039,2,1.5,4,1,0.5432122163081204,1
Dyads,41,3,1,28,0,00100.jpg 3,1,1,0,0,1,2000,3526,2,1.5,4,1,0.6963665318888287,1
Dyads,41,3,1,29,0,10010.jpg 3,1,3,0,0,0,1900,3291,2,1.5,4,1,0.4069135860112239,0
Dyads,41,3,1,30,0,01001.jpg 3,1,1,0,0,1,2000,4111,2,1.5,4,1,0.7974537040597263,1
Dyads,41,3,1,31,0,01010.jpg 3,1,1,0,0,1,2100,2892,2,1.5,4,1,0.6272348883685515,1
Dyads,41,3,1,32,0,01000.jpg 3,1,1,0,0,1,2200,1969,2,1.5,4,1,0.7700810783214238,1
Dyads,42,1,1,1,0,11010.jpg 1,2,3,0,1,0,-100,16682,3.5,1.5,1,1.5,0.5171726414404607,0
Dyads,42,1,1,2,0,11000.jpg 1,1,4,0,0,0,-200,33414,3.5,1.5,1,1.5,0.6317902184154035,0
Dyads,42,1,1,3,0,00011.jpg 1,2,2,0,1,1,-100,14942,3.5,1.5,1,1.5,0.673057233710748,1
Dyads,42,1,1,4,0,00111.jpg 1,2,4,0,1,0,-200,26401,3.5,1.5,1,1.5,0.5216134295731735,0
Dyads,42,1,1,5,0,10110.jpg 1,4,4,1,1,1,-100,30995,3.5,1.5,1,1.5,0.5624366296750116,1
Dyads,42,1,1,6,0,00111.jpg 1,2,2,0,1,1,0,15035,3.5,1.5,1,1.5,0.5216134295731735,1
Dyads,42,1,1,7,0,10001.jpg 1,1,2,0,0,0,-100,16002,3.5,1.5,1,1.5,0.48271323259042176,0
Dyads,42,1,1,8,0,01010.jpg 1,2,1,0,1,0,-200,55434,3.5,1.5,1,1.5,0.6980773928898383,0
Dyads,42,1,1,9,0,10100.jpg 1,3,4,1,0,0,-300,31802,3.5,1.5,1,1.5,0.6162761211999254,0
Dyads,42,1,1,10,0,01000.jpg 1,1,2,0,0,0,-400,30594,3.5,1.5,1,1.5,0.8292823697488716,0
Dyads,42,1,1,11,0,01101.jpg 1,1,2,0,0,0,-500,14450,3.5,1.5,1,1.5,0.5518040449073783,0
Dyads,42,1,1,12,0,11010.jpg 1,2,2,0,1,1,-400,9232,3.5,1.5,1,1.5,0.5171726414404607,1
Dyads,42,1,1,13,0,00010.jpg 1,2,3,0,1,0,-500,12111,3.5,1.5,1,1.5,0.6522482466145788,0
Dyads,42,1,1,14,0,01001.jpg 1,1,1,0,0,1,-400,21652,3.5,1.5,1,1.5,0.7394782464778198,1
Dyads,42,1,1,15,0,01110.jpg 1,2,3,0,1,0,-500,6329,3.5,1.5,1,1.5,0.722505132628675,0
Dyads,42,1,1,16,0,01100.jpg 1,1,3,0,0,0,-600,21206,3.5,1.5,1,1.5,0.4574509669039529,0
Dyads,42,1,1,17,0,00011.jpg 1,2,2,0,1,1,-500,4853,3.5,1.5,1,1.5,0.673057233710748,1
Dyads,42,1,1,18,0,00110.jpg 1,2,1,0,1,0,-600,38285,3.5,1.5,1,1.5,0.4952010478058462,0
Dyads,42,1,1,19,0,11110.jpg 1,4,3,1,1,0,-700,6545,3.5,1.5,1,1.5,0.7247332296795479,0
Dyads,42,1,1,20,0,01101.jpg 1,1,2,0,0,0,-800,11043,3.5,1.5,1,1.5,0.5518040449073783,0
Dyads,42,1,1,21,0,00100.jpg 1,1,2,0,0,0,-900,56008,3.5,1.5,1,1.5,0.6324352702599618,0
Dyads,42,1,1,22,0,00110.jpg 1,2,2,0,1,1,-800,20537,3.5,1.5,1,1.5,0.4952010478058462,1
Dyads,42,1,1,23,0,10010.jpg 1,2,2,0,1,1,-700,6226,3.5,1.5,1,1.5,0.5547143905665352,1
Dyads,42,1,1,24,0,11101.jpg 1,3,1,1,0,0,-800,51546,3.5,1.5,1,1.5,0.5949551961877018,0
Dyads,42,1,1,25,0,01011.jpg 1,2,1,0,1,0,-900,5852,3.5,1.5,1,1.5,0.7267848818983456,0
Dyads,42,1,1,26,0,11100.jpg 1,3,2,1,0,0,-1000,15588,3.5,1.5,1,1.5,0.5406598746943394,0
Dyads,42,1,1,27,0,01010.jpg 1,2,1,0,1,0,-1100,79243,3.5,1.5,1,1.5,0.6980773928898383,0
Dyads,42,1,1,28,0,01000.jpg 1,1,2,0,0,0,-1200,16451,3.5,1.5,1,1.5,0.8292823697488716,0
Dyads,42,1,1,29,0,11001.jpg 1,1,3,0,0,0,-1300,14042,3.5,1.5,1,1.5,0.5529064189258296,0
Dyads,42,1,1,30,0,10010.jpg 1,2,2,0,1,1,-1200,14552,3.5,1.5,1,1.5,0.5547143905665352,1
Dyads,42,1,1,31,0,11001.jpg 1,1,1,0,0,1,-1100,18569,3.5,1.5,1,1.5,0.5529064189258296,1
Dyads,42,1,1,32,0,10110.jpg 1,4,4,1,1,1,-1000,18963,3.5,1.5,1,1.5,0.5624366296750116,1
Dyads,42,2,1,1,0,00101.jpg 2,1,1,0,0,1,100,26041,3.5,1.5,1,1.5,0.5254866172541278,1
Dyads,42,2,1,2,0,01101.jpg 2,2,1,0,1,0,0,2602,3.5,1.5,1,1.5,0.5168909170641475,0
Dyads,42,2,1,3,0,11100.jpg 2,2,3,0,1,0,-100,17802,3.5,1.5,1,1.5,0.4466980804237245,0
Dyads,42,2,1,4,0,00001.jpg 2,1,1,0,0,1,0,12458,3.5,1.5,1,1.5,0.6397319389511478,1
Dyads,42,2,1,5,0,10001.jpg 2,1,1,0,0,1,100,14889,3.5,1.5,1,1.5,0.6218541489627673,1
Dyads,42,2,1,6,0,01000.jpg 2,1,1,0,0,1,200,3807,3.5,1.5,1,1.5,0.5437090255444096,1
Dyads,42,2,1,7,0,01000.jpg 2,1,1,0,0,1,300,1399,3.5,1.5,1,1.5,0.5437090255444096,1
Dyads,42,2,1,8,0,01111.jpg 2,4,3,1,1,0,200,16456,3.5,1.5,1,1.5,0.49801690155331974,0
Dyads,42,2,1,9,0,01010.jpg 2,3,2,1,0,0,100,31797,3.5,1.5,1,1.5,0.5371934757293312,0
Dyads,42,2,1,10,0,11111.jpg 2,4,3,1,1,0,0,77454,3.5,1.5,1,1.5,0.6995762205335957,0
Dyads,42,2,1,11,0,01010.jpg 2,3,3,1,0,1,100,12553,3.5,1.5,1,1.5,0.5371934757293312,1
Dyads,42,2,1,12,0,11000.jpg 2,2,1,0,1,0,0,3469,3.5,1.5,1,1.5,0.4569544031784927,0
Dyads,42,2,1,13,0,11011.jpg 2,4,2,1,1,0,-100,23794,3.5,1.5,1,1.5,0.3453512961507789,0
Dyads,42,2,1,14,0,11101.jpg 2,2,2,0,1,1,0,32169,3.5,1.5,1,1.5,0.6100197210707089,1
Dyads,42,2,1,15,0,10101.jpg 2,2,2,0,1,1,100,2748,3.5,1.5,1,1.5,0.5711297128398432,1
Dyads,42,2,1,16,0,00010.jpg 2,3,3,1,0,1,200,10215,3.5,1.5,1,1.5,0.5305340861403502,1
Dyads,42,2,1,17,0,00001.jpg 2,1,1,0,0,1,300,3255,3.5,1.5,1,1.5,0.6397319389511478,1
Dyads,42,2,1,18,0,11100.jpg 2,2,3,0,1,0,200,20958,3.5,1.5,1,1.5,0.4466980804237245,0
Dyads,42,2,1,19,0,10111.jpg 2,4,4,1,1,1,300,17280,3.5,1.5,1,1.5,0.8003477494388934,1
Dyads,42,2,1,20,0,10010.jpg 2,3,2,1,0,0,200,8677,3.5,1.5,1,1.5,0.3895261913276879,0
Dyads,42,2,1,21,0,01000.jpg 2,1,1,0,0,1,300,21755,3.5,1.5,1,1.5,0.5437090255444096,1
Dyads,42,2,1,22,0,11111.jpg 2,4,4,1,1,1,400,14725,3.5,1.5,1,1.5,0.6995762205335957,1
Dyads,42,2,1,23,0,01110.jpg 2,4,2,1,1,0,300,17760,3.5,1.5,1,1.5,0.4771247756947943,0
Dyads,42,2,1,24,0,11111.jpg 2,4,4,1,1,1,400,20199,3.5,1.5,1,1.5,0.6995762205335957,1
Dyads,42,2,1,25,0,10111.jpg 2,4,4,1,1,1,500,1801,3.5,1.5,1,1.5,0.8003477494388934,1
Dyads,42,2,1,26,0,00100.jpg 2,1,2,0,0,0,400,18439,3.5,1.5,1,1.5,0.5146528072591607,0
Dyads,42,2,1,27,0,11000.jpg 2,2,1,0,1,0,300,6526,3.5,1.5,1,1.5,0.4569544031784927,0
Dyads,42,2,1,28,0,10101.jpg 2,2,1,0,1,0,200,27002,3.5,1.5,1,1.5,0.5711297128398432,0
Dyads,42,2,1,29,0,11100.jpg 2,2,2,0,1,1,300,5483,3.5,1.5,1,1.5,0.4466980804237245,1
Dyads,42,2,1,30,0,10100.jpg 2,2,2,0,1,1,400,1272,3.5,1.5,1,1.5,0.6199492364356591,1
Dyads,42,2,1,31,0,00011.jpg 2,3,2,1,0,0,300,16598,3.5,1.5,1,1.5,0.6460519434760136,0
Dyads,42,2,1,32,0,10011.jpg 2,3,3,1,0,1,400,7975,3.5,1.5,1,1.5,0.6570663987781553,1
Dyads,42,3,1,1,0,00000.jpg 3,1,1,0,0,1,100,5483,3.5,1.5,1,1.5,0.6702930205115369,1
Dyads,42,3,1,2,0,11011.jpg 3,4,4,1,1,1,200,9682,3.5,1.5,1,1.5,0.4444101641813169,1
Dyads,42,3,1,3,0,00001.jpg 3,1,1,0,0,1,300,2134,3.5,1.5,1,1.5,0.7907357385027606,1
Dyads,42,3,1,4,0,01101.jpg 3,2,2,0,1,1,400,2082,3.5,1.5,1,1.5,0.4927997979294015,1
Dyads,42,3,1,5,0,00101.jpg 3,1,2,0,0,0,300,1695,3.5,1.5,1,1.5,0.41179780895009327,0
Dyads,42,3,1,6,0,10101.jpg 3,2,2,0,1,1,400,26091,3.5,1.5,1,1.5,0.5419727257706256,1
Dyads,42,3,1,7,0,11101.jpg 3,2,1,0,1,0,300,12472,3.5,1.5,1,1.5,0.5216674513041484,0
Dyads,42,3,1,8,0,01010.jpg 3,1,3,0,0,0,200,5822,3.5,1.5,1,1.5,0.5038950733229315,0
Dyads,42,3,1,9,0,10100.jpg 3,1,2,0,0,0,100,23358,3.5,1.5,1,1.5,0.26232602115734005,0
Dyads,42,3,1,10,0,10000.jpg 3,1,1,0,0,1,200,17047,3.5,1.5,1,1.5,0.5706357238859731,1
Dyads,42,3,1,11,0,01001.jpg 3,1,1,0,0,1,300,5167,3.5,1.5,1,1.5,0.7038425221606828,1
Dyads,42,3,1,12,0,11111.jpg 3,4,4,1,1,1,400,7010,3.5,1.5,1,1.5,0.663711422826585,1
Dyads,42,3,1,13,0,00000.jpg 3,1,1,0,0,1,500,3409,3.5,1.5,1,1.5,0.6702930205115369,1
Dyads,42,3,1,14,0,11111.jpg 3,4,4,1,1,1,600,2545,3.5,1.5,1,1.5,0.663711422826585,1
Dyads,42,3,1,15,0,11000.jpg 3,1,1,0,0,1,700,4627,3.5,1.5,1,1.5,0.5653628682166647,1
Dyads,42,3,1,16,0,00111.jpg 3,3,3,1,0,1,800,6691,3.5,1.5,1,1.5,0.41787305796435587,1
Dyads,42,3,1,17,0,01010.jpg 3,1,1,0,0,1,900,6449,3.5,1.5,1,1.5,0.5038950733229315,1
Dyads,42,3,1,18,0,00011.jpg 3,3,1,1,0,0,800,4112,3.5,1.5,1,1.5,0.45589403334361644,0
Dyads,42,3,1,19,0,00000.jpg 3,1,1,0,0,1,900,5117,3.5,1.5,1,1.5,0.6702930205115369,1
Dyads,42,3,1,20,0,11111.jpg 3,4,4,1,1,1,1000,1625,3.5,1.5,1,1.5,0.663711422826585,1
Dyads,42,3,1,21,0,10101.jpg 3,2,2,0,1,1,1100,12688,3.5,1.5,1,1.5,0.5419727257706256,1
Dyads,42,3,1,22,0,00001.jpg 3,1,1,0,0,1,1200,2229,3.5,1.5,1,1.5,0.7907357385027606,1
Dyads,42,3,1,23,0,01111.jpg 3,4,3,1,1,0,1100,11740,3.5,1.5,1,1.5,0.43053882057246007,0
Dyads,42,3,1,24,0,11001.jpg 3,2,1,0,1,0,1000,22223,3.5,1.5,1,1.5,0.40686096502038643,0
Dyads,42,3,1,25,0,10001.jpg 3,1,2,0,0,0,900,2078,3.5,1.5,1,1.5,0.65734986630762,0
Dyads,42,3,1,26,0,01000.jpg 3,1,1,0,0,1,1000,6156,3.5,1.5,1,1.5,0.6690689520080599,1
Dyads,42,3,1,27,0,00101.jpg 3,1,1,0,0,1,1100,8510,3.5,1.5,1,1.5,0.41179780895009327,1
Dyads,42,3,1,28,0,01111.jpg 3,4,4,1,1,1,1200,9659,3.5,1.5,1,1.5,0.43053882057246007,1
Dyads,42,3,1,29,0,11101.jpg 3,2,1,0,1,0,1100,29784,3.5,1.5,1,1.5,0.5216674513041484,0
Dyads,42,3,1,30,0,01011.jpg 3,3,1,1,0,0,1000,9290,3.5,1.5,1,1.5,0.4188860882920617,0
Dyads,42,3,1,31,0,00111.jpg 3,3,4,1,0,0,900,7117,3.5,1.5,1,1.5,0.41787305796435587,0
Dyads,42,3,1,32,0,00011.jpg 3,3,3,1,0,1,1000,6050,3.5,1.5,1,1.5,0.45589403334361644,1
Dyads,44,1,1,1,0,11001.jpg 1,1,4,0,0,0,-100,13644,3,4,2,2,0.6740973685221084,0
Dyads,44,1,1,2,0,00001.jpg 1,1,1,0,0,1,0,21466,3,4,2,2,0.7755746244346441,1
Dyads,44,1,1,3,0,11101.jpg 1,3,3,1,0,1,100,19079,3,4,2,2,0.7107117798207252,1
Dyads,44,1,1,4,0,00110.jpg 1,2,2,0,1,1,200,51301,3,4,2,2,0.6213209277727363,1
Dyads,44,1,1,5,0,11000.jpg 1,1,4,0,0,0,100,14386,3,4,2,2,0.7415920275158026,0
Dyads,44,1,1,6,0,11110.jpg 1,4,4,1,1,1,200,12475,3,4,2,2,0.8149375266593422,1
Dyads,44,1,1,7,0,00001.jpg 1,1,1,0,0,1,300,8262,3,4,2,2,0.7755746244346441,1
Dyads,44,1,1,8,0,01111.jpg 1,2,2,0,1,1,400,9397,3,4,2,2,0.7188628686479708,1
Dyads,44,1,1,9,0,00101.jpg 1,1,1,0,0,1,500,6676,3,4,2,2,0.6590302758631991,1
Dyads,44,1,1,10,0,10011.jpg 1,2,4,0,1,0,400,7035,3,4,2,2,0.6883645816628622,0
Dyads,44,1,1,11,0,11011.jpg 1,2,4,0,1,0,300,13290,3,4,2,2,0.5488355515288944,0
Dyads,44,1,1,12,0,10110.jpg 1,4,4,1,1,1,400,64054,3,4,2,2,0.6825275814916846,1
Dyads,44,1,1,13,0,11101.jpg 1,3,3,1,0,1,500,13355,3,4,2,2,0.7107117798207252,1
Dyads,44,1,1,14,0,10010.jpg 1,2,4,0,1,0,400,10566,3,4,2,2,0.6757027094353647,0
Dyads,44,1,1,15,0,11001.jpg 1,1,1,0,0,1,500,21376,3,4,2,2,0.6740973685221084,1
Dyads,44,1,1,16,0,01111.jpg 1,2,2,0,1,1,600,11866,3,4,2,2,0.7188628686479708,1
Dyads,44,1,1,17,0,10000.jpg 1,1,3,0,0,0,500,6311,3,4,2,2,0.5463921803468544,0
Dyads,44,1,1,18,0,00001.jpg 1,1,1,0,0,1,600,6843,3,4,2,2,0.7755746244346441,1
Dyads,44,1,1,19,0,01011.jpg 1,2,2,0,1,1,700,7995,3,4,2,2,0.8164870986620275,1
Dyads,44,1,1,20,0,11100.jpg 1,3,3,1,0,1,800,6170,3,4,2,2,0.6631479940590663,1
Dyads,44,1,1,21,0,00110.jpg 1,2,4,0,1,0,700,25173,3,4,2,2,0.6213209277727363,0
Dyads,44,1,1,22,0,11011.jpg 1,2,2,0,1,1,800,9981,3,4,2,2,0.5488355515288944,1
Dyads,44,1,1,23,0,01011.jpg 1,2,2,0,1,1,900,2918,3,4,2,2,0.8164870986620275,1
Dyads,44,1,1,24,0,00100.jpg 1,1,3,0,0,0,800,5827,3,4,2,2,0.742123236187655,0
Dyads,44,1,1,25,0,01100.jpg 1,1,1,0,0,1,900,3897,3,4,2,2,0.5851002572717333,1
Dyads,44,1,1,26,0,00111.jpg 1,2,2,0,1,1,1000,17455,3,4,2,2,0.6458536522356265,1
Dyads,44,1,1,27,0,10110.jpg 1,4,4,1,1,1,1100,3453,3,4,2,2,0.6825275814916846,1
Dyads,44,1,1,28,0,01111.jpg 1,2,2,0,1,1,1200,3826,3,4,2,2,0.7188628686479708,1
Dyads,44,1,1,29,0,00011.jpg 1,2,2,0,1,1,1300,2544,3,4,2,2,0.7749368141471331,1
Dyads,44,1,1,30,0,10100.jpg 1,3,3,1,0,1,1400,2475,3,4,2,2,0.7287178013622894,1
Dyads,44,1,1,31,0,00110.jpg 1,2,4,0,1,0,1300,2770,3,4,2,2,0.6213209277727363,0
Dyads,44,1,1,32,0,10010.jpg 1,2,4,0,1,0,1200,7516,3,4,2,2,0.6757027094353647,0
Dyads,44,2,1,1,0,01001.jpg 2,1,1,0,0,1,100,8004,3,4,2,2,0.6475501307995175,1
Dyads,44,2,1,2,0,01011.jpg 2,3,2,1,0,0,0,2388,3,4,2,2,0.5798055747615658,0
Dyads,44,2,1,3,0,01001.jpg 2,1,1,0,0,1,100,6837,3,4,2,2,0.6475501307995175,1
Dyads,44,2,1,4,0,10011.jpg 2,3,4,1,0,0,0,49227,3,4,2,2,0.6945613066950436,0
Dyads,44,2,1,5,0,11010.jpg 2,4,3,1,1,0,-100,6898,3,4,2,2,0.44865073191536087,0
Dyads,44,2,1,6,0,10011.jpg 2,3,3,1,0,1,0,7118,3,4,2,2,0.6945613066950436,1
Dyads,44,2,1,7,0,00110.jpg 2,3,2,1,0,0,-100,3241,3,4,2,2,0.49052242596528833,0
Dyads,44,2,1,8,0,10100.jpg 2,2,3,0,1,0,-200,52712,3,4,2,2,0.6593987250897542,0
Dyads,44,2,1,9,0,01100.jpg 2,2,2,0,1,1,-100,4036,3,4,2,2,0.6115240554259719,1
Dyads,44,2,1,10,0,01111.jpg 2,4,1,1,1,0,-200,20530,3,4,2,2,0.5407471053242998,0
Dyads,44,2,1,11,0,11100.jpg 2,2,4,0,1,0,-300,10596,3,4,2,2,0.4893171839513242,0
Dyads,44,2,1,12,0,10000.jpg 2,1,2,0,0,0,-400,51755,3,4,2,2,0.4262931330243398,0
Dyads,44,2,1,13,0,01010.jpg 2,3,1,1,0,0,-500,21525,3,4,2,2,0.5794052455260381,0
Dyads,44,2,1,14,0,11111.jpg 2,4,2,1,1,0,-600,51400,3,4,2,2,0.7343027284522812,0
Dyads,44,2,1,15,0,00000.jpg 2,1,1,0,0,1,-500,32142,3,4,2,2,0.7350496752398377,1
Dyads,44,2,1,16,0,01010.jpg 2,3,3,1,0,1,-400,47546,3,4,2,2,0.5794052455260381,1
Dyads,44,2,1,17,0,11011.jpg 2,4,4,1,1,1,-300,54940,3,4,2,2,0.38502970158841493,1
Dyads,44,2,1,18,0,00111.jpg 2,3,3,1,0,1,-200,25285,3,4,2,2,0.36868551869660837,1
Dyads,44,2,1,19,0,01001.jpg 2,1,1,0,0,1,-100,10618,3,4,2,2,0.6475501307995175,1
Dyads,44,2,1,20,0,00101.jpg 2,1,1,0,0,1,0,4764,3,4,2,2,0.567907292427296,1
Dyads,44,2,1,21,0,01100.jpg 2,2,1,0,1,0,-100,8845,3,4,2,2,0.6115240554259719,0
Dyads,44,2,1,22,0,00010.jpg 2,3,3,1,0,1,0,42826,3,4,2,2,0.5728703022969843,1
Dyads,44,2,1,23,0,10100.jpg 2,2,2,0,1,1,100,8611,3,4,2,2,0.6593987250897542,1
Dyads,44,2,1,24,0,01110.jpg 2,4,3,1,1,0,0,11459,3,4,2,2,0.5199190278689787,0
Dyads,44,2,1,25,0,11001.jpg 2,2,2,0,1,1,100,52471,3,4,2,2,0.5923268108292922,1
Dyads,44,2,1,26,0,00000.jpg 2,1,1,0,0,1,200,10829,3,4,2,2,0.7350496752398377,1
Dyads,44,2,1,27,0,10110.jpg 2,4,4,1,1,1,300,5155,3,4,2,2,0.6273490675340533,1
Dyads,44,2,1,28,0,01100.jpg 2,2,2,0,1,1,400,4086,3,4,2,2,0.6115240554259719,1
Dyads,44,2,1,29,0,00111.jpg 2,3,4,1,0,0,300,11089,3,4,2,2,0.36868551869660837,0
Dyads,44,2,1,30,0,00011.jpg 2,3,3,1,0,1,400,9702,3,4,2,2,0.6841722749896156,1
Dyads,44,2,1,31,0,00001.jpg 2,1,1,0,0,1,500,4027,3,4,2,2,0.6781938890514324,1
Dyads,44,2,1,32,0,10100.jpg 2,2,2,0,1,1,600,13586,3,4,2,2,0.6593987250897542,1
Dyads,44,3,1,1,0,01100.jpg 3,2,1,0,1,0,-100,13439,3,4,2,2,0.40516212037429283,0
Dyads,44,3,1,2,0,10110.jpg 3,2,4,0,1,0,-200,4692,3,4,2,2,0.3546960323786105,0
Dyads,44,3,1,3,0,10101.jpg 3,2,4,0,1,0,-300,70440,3,4,2,2,0.42851282250689043,0
Dyads,44,3,1,4,0,01111.jpg 3,4,4,1,1,1,-200,47319,3,4,2,2,0.3239097929204318,1
Dyads,44,3,1,5,0,10110.jpg 3,2,2,0,1,1,-100,22482,3,4,2,2,0.3546960323786105,1
Dyads,44,3,1,6,0,11010.jpg 3,2,1,0,1,0,-200,20855,3,4,2,2,0.372074627939837,0
Dyads,44,3,1,7,0,01011.jpg 3,3,3,1,0,1,-100,40116,3,4,2,2,0.31355396903137694,1
Dyads,44,3,1,8,0,11110.jpg 3,2,2,0,1,1,0,5528,3,4,2,2,0.4322012760599381,1
Dyads,44,3,1,9,0,10001.jpg 3,1,1,0,0,1,100,3707,3,4,2,2,0.5486699432005266,1
Dyads,44,3,1,10,0,00100.jpg 3,1,4,0,0,0,0,4136,3,4,2,2,0.46731033414723655,0
Dyads,44,3,1,11,0,01110.jpg 3,2,4,0,1,0,-100,8604,3,4,2,2,0.34525345195250134,0
Dyads,44,3,1,12,0,00000.jpg 3,1,3,0,0,0,-200,9402,3,4,2,2,0.562989144693452,0
Dyads,44,3,1,13,0,00010.jpg 3,1,3,0,0,0,-300,31899,3,4,2,2,0.3901391720791391,0
Dyads,44,3,1,14,0,01101.jpg 3,2,2,0,1,1,-200,68078,3,4,2,2,0.38106952020647783,1
Dyads,44,3,1,15,0,10100.jpg 3,1,2,0,0,0,-300,36210,3,4,2,2,0.18390338530854378,0
Dyads,44,3,1,16,0,10011.jpg 3,3,3,1,0,1,-200,28721,3,4,2,2,0.31409174959286507,1
